Date,cpi,ppi,fdi,total_index,agricultural_index,mineral_index,fuel_electric_index,gdp,export %,import %,pmi,LPI Index,New Financial Credit,Consumer Confidence Index,Total Retail Sales,Foreign Reserve,Money Supply,issuance of inv prod,insurance income,domestic phone sales,Consumption index (national),Consumption index (city),Consumption index (rural),Inv in fixed asset,Total Export,Total Import,Fiscal Revenue,Forex Loan,Deposit in currency,net currency inj,large bank reserve ratio,small bank reserve ratio
2013-04-01,2.1,-1.9,8435300.0,97.9,103.5,96.4,95.0,7.7,10.0,14.1,50.9,,7923.0,103.7,17600.0,35344.82,1032551.903,3286.0,43300269.84,5545.9,102.4,102.3694,102.4381,33226.9014,186931000.0,168569000.0,11430.81,135.6142,-1114.6715,980.0,,
2013-05-01,2.4,-2.6,9255000.0,97.7,102.4,96.5,94.2,,14.7,16.8,50.6,,6694.0,99.0,18886.3,35148.074,1042169.16,3537.0,50865457.9,5908.1,102.0981,102.0506,102.2423,39891.4722,182680000.0,162021000.0,12749.3,57.5877,14486.8067,1300.0,,
2013-06-01,2.1,-2.9,14389000.0,98.1,104.4,95.8,95.6,,1.0,-0.3,50.8,,8628.0,97.0,18826.6826,34966.86,1054403.69,3513.0,62424998.66,4248.8,102.7,102.6198,102.8154,50106.9505,174235000.0,146968000.0,12376.52,21.5761,16047.1252,3050.0,,
2013-07-01,2.7,-2.7,9408000.0,98.84,106.09,95.67,97.79,7.5,-3.1,-0.7,50.1,52.4,6997.0,97.2,18513.1615,35478.1,1052212.34,3964.0,69393292.89,5420.8,102.7,102.5937,102.9163,40404.632,185915000.0,168157000.0,11848.61,-187.4013,-3621.7733,1242.0,,
2013-08-01,2.7,-2.3,8378000.0,99.31,105.31,97.96,98.26,,5.1,10.9,50.3,52.9,7128.0,97.8,18886.2,35530.43,1061256.43,3801.0,76753748.81,5078.2,102.6,102.46289992,102.87844396,40855.8493,190493000.0,162359000.0,8588.17,-58.334513,8656.02784728,2150.0,,
2013-09-01,2.6,-1.6,8839000.0,99.6,106.7,99.7,98.2,,7.2,7.0,51.0,53.3,7870.0,99.8,20653.33769403,36626.62,1077379.163,3978.0,85957449.73,4371.9,103.1,102.98603788,103.2502875,46629.4926,185313000.0,170560000.0,9361.73,144.59856211,17042.75877661,160.0,,
2013-10-01,3.1,-1.3,8417000.0,99.7,108.1,99.1,97.9,7.8,-0.3,7.4,51.1,53.6,5060.0,102.9,21491.3,37365.87,1070242.167,3565.0,93233389.03,3997.3,103.2,103.16645302,103.3256054,42461.6753,185294000.0,154259000.0,12136.41,8.64406044,-4211.46903012,-404.0,,
2013-11-01,3.2,-1.5,8480000.0,99.6,106.8,98.7,97.9,,5.6,7.6,51.4,53.0,6246.0,98.9,21011.9,37894.51,1079257.055,4223.0,100487592.89,4567.1,103.0,102.99406321,103.09175075,39613.2778,202083000.0,168330000.0,9124.96,19.8173181,5608.52906066,560.0,,
2013-12-01,3.0,-1.4,12080000.0,99.3,103.7,98.0,98.5,,12.7,5.3,51.4,52.4,4825.0,102.3,23059.7,38213.15,1106524.98,4401.0,107409258.64,5339.4,102.49871692,102.49780555,102.50377614,45245.1687,207367000.0,182139000.0,9492.6,83.17156226,10712.59578595,-840.0,,
2014-01-01,2.5,-1.4,10763000.0,98.6,100.6,97.1,98.4,7.7,4.3,8.3,51.0,51.5,13190.0,101.1,,38666.4062,1123521.21,4561.0,25899802.92,3984.7,102.5,102.57529485,102.22340379,,207037000.0,175014000.0,15434.54,,,4500.0,,
2014-02-01,2.5,-1.6,8547000.0,97.7,99.5,95.8,96.7,,10.6,10.0,50.5,51.9,6448.0,103.1,,39137.3922,1131760.83,4061.0,38636936.56,2143.4,102.0,102.05117051,101.65605322,0,114052000.0,136621000.0,9487.98,212.9400956,20621.16112316,-7180.0,,
2014-03-01,2.0,-2.0,12239000.0,97.61,100.91,94.59,96.24,,-18.1,10.1,50.2,53.0,10497.0,107.9,19800.55336736,39480.9654,1160687.38,5174.0,51442871.76,3953.3,102.4,102.4861238,102.08346682,38038.6851,170002000.0,162017000.0,10103.21,222.06368951,37694.67993812,-2560.0,,
2014-04-01,2.4,-2.3,8720000.0,97.8,98.0,95.4,97.0,7.4,-6.6,-11.3,50.3,57.7,7745.0,104.8,19701.2,39787.9516,1168812.67,5021.0,58657763.03,4071.2,101.80138144,101.8586462,101.63062857,38756.1186,188450000.0,169786000.0,12481.26,30.14092809,-5174.9660535,10.0,,
2014-05-01,1.8,-2.0,8640000.0,98.6,100.7,96.1,98.5,,0.9,0.8,50.4,55.2,8708.0,102.3,21249.8,39838.90411,1182293.96,4992.0,66624315.32,3646.9,102.5,102.52707952,102.32896825,46638.653,195596000.0,159357000.0,13669.98,-26.29680968,16031.08739503,1640.0,,
2014-06-01,2.5,-1.4,14417000.0,98.9,100.1,96.5,99.0,,7.0,-1.6,50.8,56.7,10793.0,104.7,21166.44957589,39932.1272,1209587.2,5366.0,76713036.85,4245.1,102.3,102.40043053,102.14450398,59053.9625,186756000.0,154862000.0,13461.05,57.93806337,39508.74835807,2040.0,,
2014-07-01,2.3,-1.1,7813000.0,99.1,99.7,97.3,99.4,7.5,7.2,5.5,51.0,56.8,3852.0,104.4,20775.79201514,39662.67,1194249.24,5602.0,84163140.13,4233.0,102.3,102.33360791,102.14082116,46722.4645,212744000.0,165391000.0,12661.58,-27.38213385,-18815.90122078,1290.0,,
2014-08-01,2.3,-0.9,7205000.0,98.6,99.7,95.0,98.4,,14.5,-1.6,51.7,54.1,7025.0,103.8,21133.93086289,39688.25,1197499.08,5576.0,92794079.65,3027.5,102.0,102.0357036,101.85752249,46293.5683,208330000.0,158453000.0,9109.4,-32.70605166,2014.30682656,500.0,,
2014-09-01,2.0,-1.2,9010500.0,97.64,98.28,92.37,96.13,,9.4,-2.4,51.1,56.4,8572.0,105.4,23042.4338381,38877.0,1202051.41,6218.0,103126049.45,3592.6,101.6,101.69587079,101.42408768,52000.7029,213562000.0,182348000.0,9952.77,-82.29140134,8011.69085781,-60.0,,
2014-10-01,1.6,-1.8,8526500.0,96.9,97.2,91.6,94.8,7.3,15.3,7.0,51.1,54.9,5483.0,103.4,23967.24223381,38529.1824,1199236.314,5307.0,111283846.1,3359.7,101.60114868,101.65972297,101.42668417,48373.4197,206771000.0,161072000.0,13280.2,-116.52809249,-2461.00144682,260.0,,
2014-11-01,1.6,-2.2,10360000.0,96.4,97.0,90.9,92.9,,11.6,4.6,50.8,56.5,8527.0,105.5,23474.70150865,38473.5402,1208605.95,5601.0,119404078.55,4454.3,101.4,101.49583782,101.27109268,44906.974,211563000.0,156798000.0,9952.91,-4.28925364,6388.82803156,450.0,,
2014-12-01,1.4,-2.7,13321000.0,95.6,97.5,90.3,89.8,,4.7,-6.7,50.3,57.5,6973.0,105.8,25801.31491075,38430.1794,1228374.807,6540.0,126902846.51,4511.0,101.5,101.56815491,101.31928959,50937.3229,227430000.0,177514000.0,10755.12,88.21544858,5996.70055018,350.0,,
2015-01-01,1.5,-3.3,13923000.0,94.4,97.2,88.5,86.0,7.3,9.7,-2.4,50.1,56.3,14707.88398,105.7,,38134.1378,1242710.2185386,6381.0,31135529.93,4706.1,100.8,100.80303171,100.64689323,,199876000.0,140561000.0,16203.42,,,1050.0,,
2015-02-01,0.8,-4.3,8561000.0,94.2,99.1,87.4,84.4,,-3.3,-19.9,49.8,54.9,11436.98154,109.8,,38015.0251,1257380.4784755,5551.0,46205553.22,2452.6,101.4,101.50236523,101.21854744,0,168947000.0,108485000.0,9513.08,-77.72252142,407.56511002,1530.0,19.5,17.5
2015-03-01,1.4,-4.8,12399000.0,94.6,99.8,87.5,85.3,,48.3,-20.5,49.9,58.0,9919.861996,107.1,22722.81493407,37300.3795,1275332.78,7606.0,63219435.61,3746.1,101.4,101.42203159,101.23761178,43033.8407,144235000.0,141719000.0,10690.62,107.9043009,26783.57248279,-2080.0,,
2015-04-01,1.4,-4.6,9611000.0,94.7,101.3,87.3,85.8,7.0,-15.0,-12.7,50.1,58.6,8045.060387,107.6,22386.71435201,37481.42,1280779.14,7898.0,72103103.07,4520.1,101.5,101.56520309,101.34128374,42467.2505,175902000.0,142701000.0,13502.09,52.39749069,7456.94044705,-500.0,18.5,16.5
2015-05-01,1.5,-4.6,9335000.0,94.5,100.1,88.4,86.3,,-6.4,-16.2,50.1,58.0,8510.181814,109.9,24194.82306321,37111.43,1307357.63,6932.0,81780426.45,4432.6,101.2,101.29468655,101.03993984,51266.8991,188800000.0,131646000.0,14355.49,-1.96622033,31515.26869328,0.0,,
2015-06-01,1.2,-4.6,14582000.0,94.2,100.4,88.8,87.2,,-2.5,-17.6,50.2,55.7,13239.5588,105.54,24280.2708775,36938.38,1333375.36453853,7073.0,94335648.44,3812.0,101.4,101.44911454,101.21719438,65886.4629,189545000.0,144347000.0,15335.24,14.24347935,29491.6048689,850.0,,
2015-07-01,1.4,-4.8,8220000.0,93.3,101.7,87.6,86.2,7.0,2.8,-6.1,50.2,52.2,5890.468935,104.48,24338.77761836,36513.0989,1353210.92482599,7019.0,104533206.62,4491.5,101.6,101.70447176,101.47685248,51336.6384,193161000.0,151292000.0,14249.36,157.50432686,19214.76608408,50.0,,
2015-08-01,1.6,-5.4,8712000.0,93.0,102.1,87.4,84.4,,-8.3,-8.1,50.0,52.0,7755.919617,104.0,24893.36474237,35573.81,1356907.98,6385.0,115003540.46,4738.4,102.0,102.01732098,101.7708111,50508.8568,196161000.0,136473000.0,9671.33,-20.39197324,3997.60282828,2100.0,,
2015-09-01,2.0,-5.9,9560000.0,92.7,101.8,88.2,83.2,,-5.5,-13.8,49.7,52.2,10417.24486,105.6,25270.6,35141.2,1359824.06,6827.0,127776274.94,4220.3,101.59560463,101.64321672,101.45358637,55553.6765,204923000.0,145317000.0,10891.86,-504.9944048,-4342.66769834,-1800.0,18.0,16.0
2015-10-01,1.6,-5.9,8773000.0,92.6,101.3,88.8,83.4,6.9,-3.7,-20.4,49.8,53.5,5573.755665,103.8,28278.88962318,35255.07,1361020.70462698,6110.0,138203814.74,3720.6,101.3,101.3,101.2,52893.8436,192189000.0,130903000.0,14435.08,-173.50414563,5616.99090188,-1000.0,17.5,15.5
2015-11-01,1.3,-5.9,10361000.0,92.3,101.3,88.1,84.2,,-6.9,-18.8,49.8,54.2,8872.90243,104.1,27937.34583446,34382.84,1373956.01,6887.0,148405345.21,5322.2,101.5,101.5,101.3,49757.2674,196593000.0,142616000.0,11087.38,-262.41713905,13272.04873188,100.0,,
2015-12-01,1.5,-5.9,12230000.0,92.7,103.4,87.6,84.9,,-6.8,-8.7,49.6,55.0,8323.083231,103.7,28635.0,33303.62,1392278.10919881,7394.0,158591310.46,5647.5,101.6,101.7,101.5,54407.8512,223136000.0,163506000.0,12282.05,-103.85133202,35.56788744,-200.0,,
2016-01-01,1.6,-5.9,14070000.0,93.4,104.7,88.2,85.5,6.8,-1.4,-7.6,49.7,53.3,25370.07022,104.0,,32308.93,1416319.55,7133.0,53971922.18,4940.0,101.8,101.8,101.5,,169399000.0,112547000.0,17166.3,,,12350.0,,
2016-02-01,1.8,-5.3,8447000.0,93.9,105.6,89.7,85.7,,-11.2,-18.8,49.4,50.0,8105.442309,104.4,,32023.21,1424618.67792204,5856.0,75682280.0,2222.3,102.3,102.3,102.2,0,121707000.0,93558000.0,10218.5,-67,8970.91190192,650.0,,
2016-03-01,2.3,-4.9,12898000.0,94.9,106.8,93.4,85.5,,-25.4,-13.8,49.0,52.9,13175.5618,100.0,25114.0,32125.79,1446198.03,8163.0,96406746.02,4468.4,102.3,102.3,102.2,47835,155098000.0,130188000.0,11511.2,-80,25309.55911124,-10250.0,17.0,15.0
2016-04-01,2.3,-4.3,9888000.0,96.0,106.9,95.5,86.7,6.7,11.5,-7.6,50.2,54.2,5642.052719,101.0,24646.0,32196.68,1445209.59,7530.0,109637475.61,4254.9,102.3,102.3,102.4,46749,166689000.0,126829000.0,15523,-107,8362.43416613,2950.0,,
2016-05-01,2.3,-3.4,8887000.0,96.2,105.3,95.0,89.1,,-1.8,-10.9,50.1,54.2,9374.267688,99.8,26611.0,31917.36,1461695.11,7848.0,123025075.64,5017.0,102.0,102.0,102.1,55079,175710000.0,130867000.0,15460.8,-180,18526.34970322,-1550.0,,
2016-06-01,2.0,-2.8,15227000.0,96.6,103.4,94.7,90.2,,-4.1,-0.4,50.1,55.5,13141.10751,102.9,26857.0,32051.62,1490491.83,8212.0,141807424.8,4455.7,101.9,101.9,101.9,70689,176605000.0,131262000.0,15634,50,24808.17195478,5350.0,,
2016-07-01,1.9,-2.6,7709000.0,97.89,101.42,97.48,91.7,6.7,-4.8,-8.4,50.0,54.8,4550.223157,106.8,26827.0,32010.57,1491558.72,7861.0,154885050.41,5086.5,101.8,101.8,101.5,53334,180659000.0,132312000.0,14770.2,-52,4488.93908996,-1662.0,,
2016-08-01,1.8,-1.7,8755000.0,98.69,100.05,99.82,94.06,,-4.4,-12.5,49.9,54.3,7969.196206,105.6,27540.0,31851.67,1510982.91,8570.0,169283811.13,4756.6,101.3,101.4,101.0,54645,188831000.0,138734000.0,9894.1,298,18147.17794139,1720.0,,
2016-09-01,1.3,-0.8,9213000.0,100.2,101.6,101.5,98.6,,-2.8,1.5,50.4,59.0,12628.06365,104.6,27976.0,31663.82,1516360.5,8324.0,183433395.31,4773.2,101.9,102.0,101.6,60567,183440000.0,143010000.0,11221.9,-52,1088.83412064,4600.0,,
2016-10-01,1.9,0.1,8812000.0,101.7,103.3,102.2,101.9,6.7,-10.0,-1.9,50.4,59.2,6010.330601,107.2,31119.0,31206.55,1519485.4,7067.0,194999860.4,4231.8,102.1,102.2,101.8,57523,176836000.0,128671000.0,15359.1,-41,13862.77124396,4414.0,,
2016-11-01,2.1,1.2,9887000.0,104.5,104.6,107.3,106.3,,-7.3,-1.4,51.2,59.3,8463.262045,108.6,30959.0,30515.98,1530432.06,8874.0,205710888.98,5452.1,102.3,102.3,102.0,54119,193561000.0,150477000.0,11490.9,20,9114.50384099,150.0,,
2016-12-01,2.3,3.3,12208000.0,106.8,103.5,112.3,111.2,,0.1,6.7,51.7,56.0,9942.78798,108.4,31757.0,30105.17,1550066.66781086,9501.0,216928108.22,6316.4,102.1,102.1,101.9,57953,209097000.0,169470000.0,11302,-166,2636.03109457,-1450.0,,
2017-01-01,2.1,5.5,11998000.0,108.5,104.5,115.2,117.7,6.8,-6.2,3.1,51.4,52.5,23132.85478,109.2,,29982.04,1584194.56383135,9340.0,75173170.76,4686.4,102.5,102.6,102.2,,180273000.0,131596000.0,20208.1,,,3850.0,,
2017-02-01,2.5,6.9,8706000.0,109.3,100.1,117.1,121.5,,7.9,16.7,51.3,53.2,10317.31825,112.6,,30051.24,1589856.99535048,9012.0,102483968.86,2955.9,100.8,100.9,100.6,0,118848000.0,129787000.0,11245.4,199,25010.55348217,-8100.0,,
2017-03-01,0.8,7.8,13108000.0,108.4,97.7,115.8,120.6,,-1.3,38.1,51.6,55.4,11586.05628,111.0,27864.0,30090.88,1607938.98002212,11653.0,132308008.34,4187.1,100.9,101.0,100.6,52399,179248000.0,156541000.0,12912.5,65,14209.69399455,-6000.0,,
2017-03-01,0.8,7.8,13108000.0,108.4,97.7,115.8,120.6,,-1.3,38.1,51.8,55.4,11586.05628,111.0,27864.0,30090.88,1607938.98002212,11653.0,132308008.34,4187.1,100.9,101.0,100.6,52399,179248000.0,156541000.0,12912.5,65,14209.69399455,-6000.0,,
2017-04-01,0.9,7.6,8920000.0,106.8,97.2,112.2,118.6,6.9,16.4,20.3,51.2,58.2,10805.68806,113.4,27278.0,30295.33,1603918.84024284,10385.0,145101335.09,4112.8,101.2,101.3,100.8,50550,177763000.0,141251000.0,16784.2,-55,2945.4247768,2100.0,,
2017-05-01,1.2,6.4,8113000.0,106.2,97.0,110.2,114.2,,8.0,11.9,51.2,57.7,11780.35896,112.0,29459.0,30535.67,1609740.77375527,11498.0,159873819.73,3737.0,101.5,101.7,101.1,59391,189088000.0,149166000.0,16073.4,-112,10952.05509146,200.0,,
2017-06-01,1.5,5.5,14801000.0,106.1,98.2,110.2,110.7,,8.7,14.8,51.7,55.8,14474.35431,113.3,29808.0,30567.89,1639497.04513491,13388.0,178642444.78,4178.6,101.5,101.7,101.0,76887,194755000.0,153537000.0,17082.4,126,26704.14362146,400.0,,
2017-07-01,1.5,5.5,6495000.0,105.8,98.7,109.3,109.2,6.9,11.3,17.2,51.4,53.8,9151.560003,114.6,29610.0,30807.2,1636341.10524859,12282.0,191719619.62,4304.9,101.4,101.5,101.0,56804,192119000.0,147269000.0,16456.5,52,7892.62,4700.0,,
2017-08-01,1.4,5.5,9363000.0,106.7,99.8,111.8,111.0,,7.2,11.0,51.7,53.5,11466.15297,117.6,30330.0,30915.27,1652947.30031106,14312.0,207530582.69,4122.6,101.8,101.9,101.5,56741,198043000.0,157997000.0,10652.4,-52,12158.26,-5200.0,,
2017-09-01,1.8,6.3,10585000.0,106.9,99.1,111.8,109.9,,5.5,13.3,52.4,54.3,11884.84372,121.9,30870.0,31085.1,1663666.05438742,13655.0,226403764.32,4418.6,101.6,101.7,101.4,64328,197944000.0,170567000.0,12714,-164,3745.31814762,-300.0,,
2017-10-01,1.6,6.9,9034000.0,106.8,99.7,111.2,108.6,6.8,8.1,18.6,51.6,54.0,6635.249415,127.6,34241.0,31092.13,1662449.96019881,11677.0,237990420.43,3818.1,101.9,101.9,101.7,59340,187903000.0,151004000.0,16234.1,65,10870.23185238,8300.0,,
2017-11-01,1.9,6.9,18787000.0,105.3,98.5,107.6,107.1,,6.9,17.2,51.8,58.6,11428.46132,124.6,34108.0,31192.77,1679156.63613009,14718.0,249142136.05,4325.1,101.7,101.8,101.5,57239,215839000.0,177405000.0,11385,104,15745.7209629,5000.0,,
2017-12-01,1.7,5.8,11125000.0,104.4,98.6,105.6,105.7,,12.3,17.7,51.6,56.6,5769.490608,125.9,34734.0,31399.49,1690235.31468079,14121.0,260156726.32,4261.2,101.8,101.9,101.7,56627,231523000.0,177672000.0,10819,47,-8050.56895823,-5600.0,,
2018-01-01,1.8,4.9,12074000.0,103.9,97.8,105.6,104.8,6.8,10.9,4.5,51.3,54.2,26850.25463,122.3,,31614.57,1720814.46207142,16161.0,56004130.37,3906.4,101.5,101.5,101.5,,199469000.0,181151000.0,23621.1,,,-7900.0,,
2018-02-01,1.5,4.3,8988000.0,103.4,100.8,103.9,104.9,,11.1,36.9,50.3,50.0,10199.48584,124.0,,31344.82,1729070.11807809,12131.0,77571055.23,1812.2,102.9,103.0,102.7,0,170549000.0,138345000.0,12932.3,75,-3046.63797574,3400.0,,
2018-03-01,2.9,3.7,13447000.0,102.7,99.5,101.6,103.9,,44.5,6.3,51.5,53.4,11424.56835,122.3,29194.0,31428.2,1739859.47770953,15545.0,109939592.25,3018.5,102.1,102.1,101.9,56137,173900000.0,179694000.0,13992.6,-223,14819.84591297,-5100.0,,
2018-04-01,2.1,3.1,9091000.0,102.8,98.2,102.3,104.7,6.8,-2.7,14.4,51.4,54.6,10987.35054,122.9,28542.0,31248.52,1737683.72947489,13644.0,125368968.1,3425.1,101.8,101.8,101.7,53595,198936000.0,172719000.0,18473,41,4370.48906349,-800.0,16.0,14.0
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,12.7,21.5,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,12.7,0.0,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,0.0,21.5,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,0.0,0.0,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-06-01,1.8,4.1,15662000.0,104.1,99.9,104.9,109.2,,12.6,26.0,51.5,54.9,16787.34188,118.2,30842.0,31121.29,1770178.373,12625.0,163451903.29,3661.0,101.9,101.8,101.9,81273,215596000.0,174691000.0,17681,-151,21798.24375694,-2100.0,,
2018-07-01,1.9,4.7,7749000.0,103.9,100.1,104.0,110.7,6.7,11.2,14.1,51.2,50.9,12861.15205,119.7,30734.0,31179.46,1776196.10516409,12306.0,177545771.43,3697.5,102.1,102.1,102.0,58482,214403000.0,186914000.0,17460,-127,10466.75536692,-5800.0,15.5,13.5
2018-08-01,2.1,4.6,10427000.0,103.3,100.6,103.5,109.7,,12.2,27.3,51.3,50.7,13139.99871,118.6,31542.0,31097.16,1788670.42970175,12985.0,196392739.2,3259.5,102.3,102.3,102.3,59360,216949000.0,190652000.0,11077,-62,10818.12987501,-500.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-10-01,2.5,3.6,9696000.0,102.8,101.4,106.4,109.4,6.5,14.5,14.3,50.2,54.5,7141.282611,119.1,35534.0,30530.98,1795561.59556379,10293.0,233583506.46,3853.3,102.5,102.5,102.6,64125,214759000.0,181786000.0,15727,46,3822.82801061,-600.0,14.5,12.5
2018-10-01,2.5,3.6,9696000.0,102.8,101.4,106.4,109.4,6.5,14.5,0.0,50.2,54.5,7141.282611,119.1,35534.0,30530.98,1795561.59556379,10293.0,233583506.46,3853.3,102.5,102.5,102.6,64125,214759000.0,181786000.0,15727,46,3822.82801061,-600.0,14.5,12.5
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,15.5,20.8,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,15.5,0.0,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,0.0,20.8,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,0.0,0.0,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-12-01,2.2,2.7,13709000.0,100.3,99.0,105.4,101.5,,5.4,3.0,49.4,54.7,9281.464384,123.0,35893.0,30727.12,1826744.21571345,11044.0,262608722.06,3567.4,101.9,101.9,101.9,26369,220850000.0,164050000.0,11019,-110,158.23890141,8400.0,,
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,14.0,12.0
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,14.0,11.5
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,13.5,12.0
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,13.5,11.5
2019-02-01,1.7,0.1,9281000.0,99.7,98.9,105.6,99.0,,9.1,-1.5,49.2,49.6,7640.641862,126.0,,30901.8,1867427.45,8282.0,82610000.0,1451.1,101.5,101.5,101.4,0,135330170.0,132371034.7,0,24,14306.55,-3415.0,,
2019-03-01,1.5,0.1,14107000.0,100.6,103.7,106.7,101.1,,-20.8,-5.2,50.5,52.6,19584.39553,124.1,31726.0,30987.61,1889412.14,10247.0,108630000.0,2837.3,102.3,102.3,102.3,57022,198234435.6,166867490.0,14552,62,17735.02,-2600.0,,
